id,age,income,loan_amount,term,gender,credit_history,default
776,36,70351,4051,6,F,1,0
777,51,34821,14235,18,M,1,1
778,31,56732,12264,36,F,1,0
779,36,32266,4151,12,F,0,0
780,28,56015,4056,18,F,0,0
781,24,62633,20512,12,M,1,0
782,60,59074,12323,18,M,1,0
783,24,44825,16047,18,F,1,0
784,45,54124,17461,6,F,1,0
785,23,54267,5359,18,M,1,0
786,52,59989,18713,24,F,1,0
787,23,48143,4610,24,M,0,0
788,47,63967,13646,24,M,0,0
789,49,71519,9420,12,F,1,0
790,52,45231,13617,6,M,1,0
791,39,50696,8946,12,F,0,0
792,41,36427,12745,36,F,1,0
793,25,55103,16809,24,F,1,1
794,38,55199,15598,6,M,0,0
795,48,50869,9690,24,F,1,0
796,62,52000,5232,6,M,1,0
797,42,78827,8512,12,F,0,0
798,41,6699,12220,12,M,1,0
799,26,42550,13260,24,F,1,0
800,21,44844,15350,18,F,0,0
801,25,71853,6344,6,M,1,0
802,61,57129,5338,36,M,0,1
803,32,57495,4901,18,F,1,0
804,46,68897,9014,12,M,0,0
805,54,47300,11071,6,F,1,0
806,34,59784,11849,18,F,0,0
807,46,42038,2928,36,M,1,0
808,47,34200,5233,18,M,0,0
809,29,76912,6487,36,F,1,0
810,46,55535,18788,12,F,1,1
811,42,59669,8094,6,F,0,0
812,50,33797,2616,12,F,1,0
813,63,57655,11907,6,M,1,1
814,37,76673,9456,18,F,1,0
815,46,45838,4125,12,M,1,0
816,56,31163,7631,6,F,0,0
817,21,52759,8293,36,M,1,1
818,28,34461,9384,6,F,0,0
819,55,26633,14649,12,M,1,0
820,35,38978,12802,12,F,1,0
821,42,42611,10625,18,M,1,0
822,34,35191,14930,36,M,1,1
823,46,69897,7950,6,M,1,0
824,48,78344,6374,12,F,1,0
825,43,59271,11543,6,M,0,1
826,34,55762,11157,24,M,0,0
827,44,47869,2620,36,F,0,0
828,22,36555,17466,36,F,0,0
829,46,74043,4906,24,F,0,1
830,34,49057,12647,36,M,1,0
831,27,43061,12763,24,M,1,0
832,23,65221,1000,6,M,1,1
833,43,48896,11136,24,M,1,0
834,63,64659,18187,18,F,0,0
835,38,43853,6449,24,M,1,1
836,58,65264,1000,6,F,1,0
837,55,64696,9414,36,M,1,0
838,35,69872,12330,18,F,0,0
839,45,39358,9563,24,F,1,0
840,57,48754,5248,6,M,0,0
841,48,79216,4848,18,M,0,0
842,30,46303,1889,18,M,1,0
843,59,62165,1000,18,F,1,1
844,37,84358,8284,24,F,0,0
845,59,22264,12120,6,M,1,0
846,42,45806,10795,6,F,1,0
847,46,50028,11254,6,M,1,0
848,64,23016,13159,12,M,0,0
849,45,43160,16541,36,M,0,0
850,37,35429,10138,6,M,1,1
851,33,62865,11723,12,F,1,0
852,40,24010,11756,12,M,0,0
853,45,78339,10736,18,F,1,1
854,24,60348,10096,36,F,0,0
855,30,34192,10501,18,F,0,1
856,23,65396,17807,36,F,1,0
857,61,58954,17162,18,F,0,0
858,38,49418,1464,24,M,1,0
859,56,39178,11093,36,F,1,1
860,42,58214,10034,12,M,0,0
861,54,51843,16300,12,M,1,0
862,28,39661,9821,36,M,1,0
863,60,29851,11257,18,M,1,0
864,64,37241,6750,24,F,1,0
865,39,42450,14067,24,F,1,0
866,62,67437,3780,6,M,1,0
867,61,62911,8473,36,M,0,0
868,57,43248,4728,24,M,1,0
869,26,43832,8495,18,M,1,0
870,46,64870,7255,18,M,0,0
871,54,54010,14184,12,M,1,0
872,26,53801,8905,24,F,1,1
873,57,39449,17459,24,F,1,0
874,53,48148,8795,18,F,0,1
875,42,50063,4586,12,F,1,1
876,41,48632,8786,24,M,1,0
877,26,61011,12384,18,F,1,0
878,26,61480,18432,12,F,1,1
879,24,36215,6775,12,M,1,0
880,50,42496,18293,18,F,0,0
881,31,39689,9050,12,M,1,0
882,50,70827,7773,12,M,0,0
883,51,83802,13878,6,M,1,0
884,44,43045,17116,12,M,0,0
885,29,47493,12785,24,M,1,1
886,23,62634,2925,12,F,1,1
887,51,39391,11665,24,M,0,0
888,60,62973,20873,18,F,1,0
889,57,49686,1000,12,M,1,0
890,56,23843,11867,18,M,1,0
891,44,30493,8577,36,M,0,0
892,51,44932,5320,12,F,1,0
893,26,68344,15166,18,M,1,0
894,22,36611,1311,36,F,1,0
895,40,41988,8248,24,F,1,0
896,48,53166,15005,24,F,0,0
897,31,24968,14434,24,M,1,0
898,24,54478,12982,24,F,1,0
899,35,26843,10863,24,M,1,0
900,26,58507,9380,6,M,0,0
901,50,37868,7648,18,M,0,0
902,58,35869,5143,36,M,1,0
903,22,54091,14066,36,M,0,0
904,35,61909,11054,12,M,1,0
905,31,55643,14214,18,F,1,0
906,28,53114,6093,6,M,1,0
907,46,53327,5984,6,M,0,0
908,64,55734,12483,18,F,0,0
909,25,56720,1000,24,F,1,1
910,26,44085,1000,24,M,0,1
911,46,59817,15065,18,M,0,0
912,24,38027,6464,36,F,1,0
913,39,66370,10965,24,F,1,0
914,40,61736,11898,12,M,1,0
915,53,82713,15175,6,F,1,0
916,40,57707,7800,24,F,1,0
917,32,63636,8073,36,M,0,0
918,21,26591,6922,24,F,1,0
919,46,64125,13105,24,F,1,0
920,34,67646,13327,6,F,1,0
921,58,72570,16391,12,F,1,0
922,57,51806,3767,12,F,1,1
923,31,44871,21168,36,F,1,0
924,56,33657,8437,18,M,0,0
925,33,35029,9758,18,M,1,0
926,63,49615,10817,18,M,1,0
927,23,23728,5446,36,F,0,0
928,53,38476,7941,24,F,0,0
929,26,51342,17303,12,M,0,0
930,30,51008,17380,12,F,0,0
931,25,35459,11025,24,M,1,0
932,43,31492,15218,12,F,0,0
933,30,33732,12054,12,F,1,1
934,64,46687,9714,18,F,1,0
935,22,81946,6231,18,M,1,0
936,33,65905,5692,6,M,1,1
937,60,53212,6211,6,M,1,0
938,22,58308,18074,12,M,0,0
939,40,65237,14366,18,M,0,0
940,21,60134,17204,6,F,1,0
941,57,45376,11998,6,F,1,0
942,29,37316,5597,18,F,1,0
943,37,48120,13016,6,F,1,0
944,29,65063,16348,24,M,1,0
945,31,45944,13198,24,M,1,0
946,35,33429,3416,18,M,1,0
947,44,24148,2628,18,F,0,0
948,58,48184,13181,6,M,1,1
949,55,34615,8437,12,M,1,0
950,50,43452,11561,36,F,0,0
951,51,71843,6382,24,F,0,0
952,25,49192,10633,24,M,0,0
953,64,38743,4498,18,M,0,1
954,34,54631,11235,12,M,0,0
955,31,78814,13641,18,F,1,0
956,29,48189,13918,6,F,1,0
957,54,14667,3466,12,F,1,0
958,32,59751,12344,6,F,1,0
959,55,55196,7062,24,F,0,0
960,55,51351,17634,18,F,0,0
961,21,46712,14780,18,M,0,0
962,60,37890,10129,36,M,1,0
963,42,72724,20910,12,M,0,0
964,49,22425,6361,24,F,1,1
965,28,45365,9715,36,F,0,0
966,31,45014,12706,36,M,0,0
967,61,62801,20172,18,M,0,0
968,57,68534,17318,12,F,1,0
969,34,46598,14008,18,F,0,0
970,50,52894,5612,12,F,0,0
971,55,54169,5605,36,M,1,0
972,41,65799,13476,6,F,1,0
973,57,65490,3737,24,F,1,0
974,25,41923,11601,36,F,1,1
975,39,56568,14021,18,F,1,0
976,34,55748,2611,24,M,0,0
977,46,48261,13239,36,M,1,0
978,24,55606,14479,12,F,1,0
979,45,50302,8183,18,F,1,0
980,62,52368,9216,36,F,1,0
981,45,29659,1061,12,F,1,0
982,38,36230,9451,12,F,1,0
983,60,62266,2371,12,F,0,1
984,28,31841,6550,24,F,1,0
985,59,57051,7988,18,F,1,1
986,60,48778,4220,12,M,1,0
987,34,65459,3765,36,M,1,0
988,52,59732,4010,12,F,1,0
989,58,43200,16103,18,M,1,0
990,53,46651,9649,24,M,1,0
991,43,20216,16331,12,M,0,0
992,35,48044,7975,36,M,1,0
993,53,30947,8083,18,F,1,0
994,45,46719,7882,12,F,0,0
995,37,40431,1000,24,F,1,0
996,53,36850,12532,6,F,1,0
997,22,67815,9465,36,M,1,0
998,34,30856,10257,12,M,1,0
999,60,35554,1000,12,M,0,1
1000,60,39526,9856,6,M,1,0
1001,59,42783,7807,18,F,1,0
1002,26,36848,10628,6,F,1,0
1003,26,44612,9620,18,F,1,0
1004,23,54532,7573,12,M,0,0
1005,27,60047,12815,6,F,1,0
1006,28,59319,15123,12,F,1,0
1007,62,21376,7961,6,F,1,0
1008,35,55702,2758,12,M,1,0
1009,49,56628,3087,12,F,1,0
1010,53,40064,12114,12,F,0,0
1011,50,75015,16479,24,F,1,0
1012,59,66314,1000,6,F,1,0
1013,47,47254,4910,24,M,1,0
1014,56,41060,8337,12,F,1,0
1015,49,74771,1000,36,M,1,0
1016,58,49714,9516,18,F,0,0
1017,53,51275,11815,6,F,0,0
1018,57,51086,12398,6,F,0,0
1019,47,84546,8001,18,F,1,0
1020,53,46752,8217,24,F,1,0
1021,24,49645,4893,18,M,1,1
1022,42,37534,1143,36,F,1,1
1023,22,44157,9062,12,F,0,0
1024,30,34529,12041,18,F,1,1
1025,25,37839,10080,18,M,1,0
1026,30,22850,15545,12,M,1,0
1027,53,63222,11726,6,F,0,1
1028,58,52351,13297,36,M,1,0
1029,33,53586,10838,18,F,0,0
1030,51,49213,19295,18,M,0,0
1031,56,51076,7550,6,F,1,0
1032,44,74287,13393,36,M,1,0
1033,35,38468,11239,12,M,1,0
1034,49,54175,13690,12,M,1,0
1035,28,54094,11667,24,M,1,0
1036,25,67129,9788,36,M,1,0
1037,49,56579,11891,36,M,0,0
1038,24,57333,12516,18,M,1,0
1039,32,31125,13168,24,M,0,0
1040,22,37866,17316,12,F,1,0
1041,47,32496,10968,36,F,0,0
1042,51,12861,4513,36,F,1,0
1043,56,55957,10822,6,F,0,0
1044,56,46075,7775,12,F,0,0
1045,46,55986,7638,6,F,1,0
1046,63,50532,8392,24,M,1,0
1047,47,53606,5486,36,M,1,0
1048,25,70071,1000,24,M,0,0
1049,40,50109,17376,6,F,0,0
1050,31,60034,7557,12,M,1,0
1051,30,45466,1427,36,M,1,1
1052,60,62371,10894,12,M,1,1
1053,58,31405,13078,24,M,1,0
1054,26,22436,9109,18,F,1,1
1055,28,81599,3556,12,M,1,0
1056,43,77544,2921,12,M,1,0
1057,46,20817,21408,12,F,1,0
1058,63,49458,2948,36,F,0,0
1059,32,52248,1854,24,F,1,0
1060,46,60844,8456,24,M,1,0
1061,33,76088,14109,36,M,1,0
1062,60,34078,18292,12,M,1,0
1063,38,34884,8933,12,F,0,0
1064,45,49982,8864,18,M,0,1
1065,53,35546,3580,12,F,0,1
1066,60,9287,15441,6,F,1,1
1067,63,46591,9651,12,F,1,0
1068,32,62863,9814,18,M,0,0
1069,64,49692,12167,6,F,0,0
1070,56,59360,11509,18,F,0,0
1071,24,57215,9298,18,M,0,0
1072,25,34595,16604,24,F,1,0
1073,57,51020,1981,36,F,0,0
1074,28,27122,11056,18,M,1,0
1075,62,42321,12035,12,M,1,0
1076,48,50756,7938,24,F,0,0
1077,51,49982,13082,6,F,1,0
1078,29,30635,13315,36,M,1,0
1079,49,33665,15549,24,F,0,0
1080,34,54364,9442,18,F,1,0
1081,60,62410,8914,24,F,0,0
1082,61,46895,12695,12,F,0,1
1083,42,46144,9012,12,M,0,0
1084,31,63969,2393,12,F,1,0
1085,43,38419,14312,36,F,1,0
1086,21,75905,1000,24,M,1,0
1087,57,29820,12008,24,F,1,0
1088,41,65727,22692,18,F,0,1
1089,46,58087,12666,6,F,1,0
1090,56,86151,6529,12,F,1,0
1091,43,33182,7743,6,M,1,0
1092,21,14989,11853,6,M,1,0
1093,60,68741,9893,12,F,1,0
1094,35,27929,13781,12,M,1,0
1095,41,59236,17250,18,M,1,0
1096,29,67732,16572,36,M,0,0
1097,29,55696,4220,12,F,0,0
1098,30,53482,10079,6,F,0,1
1099,46,56014,12464,18,M,0,0
1100,61,62561,17584,24,M,1,0
1101,55,58806,11795,18,M,0,0
1102,45,31751,6581,12,M,1,0
1103,46,77374,12175,12,M,1,0
1104,31,50766,19096,36,M,1,0
1105,58,57775,8737,18,M,0,0
1106,22,60664,6493,12,F,0,0
1107,27,67338,9837,6,F,0,0
1108,38,65781,6745,6,F,1,0
1109,47,51976,14134,18,F,1,1
1110,54,51011,6782,36,M,1,0
1111,47,56129,16462,18,F,1,0
1112,37,66500,12476,36,M,1,0
1113,63,33310,13484,6,F,0,0
1114,64,59661,13446,12,F,1,0
1115,44,36705,14259,24,M,1,0
1116,45,77768,8453,12,M,0,0
1117,27,55509,5109,6,F,1,0
1118,26,43759,7619,6,F,1,0
1119,44,56430,14631,12,F,1,1
1120,53,50138,1167,12,F,1,0
1121,49,47597,1000,6,F,1,1
1122,63,22861,11122,12,M,1,0
1123,42,34637,14221,24,M,1,0
1124,46,47893,14899,24,M,1,0
1125,48,24674,5246,18,M,1,0
1126,41,41192,4102,24,M,1,0
1127,27,42501,6569,6,M,1,0
1128,37,38308,8036,6,F,1,0
1129,40,61585,8323,18,M,1,0
1130,61,36797,10605,36,F,0,0
1131,40,51326,17028,18,F,0,0
1132,42,44702,9696,36,F,0,1
1133,48,48218,14688,36,F,1,0
1134,60,74096,13273,12,F,0,0
1135,27,52695,6448,24,F,0,0
1136,21,55595,13215,36,F,0,0
1137,52,38518,12871,12,F,1,0
1138,33,59392,9997,18,M,0,0
1139,50,58759,10869,18,M,1,0
1140,43,57314,9710,36,F,1,0
1141,39,31862,4539,12,F,1,0
1142,52,41221,21828,6,M,1,0
1143,50,71503,15277,24,F,0,0
1144,49,39683,12636,36,M,1,0
1145,49,73549,7973,6,F,1,0
1146,50,41804,9541,24,F,0,0
1147,36,52223,4142,6,F,1,0
1148,60,47192,12349,12,F,1,0
1149,39,37327,11680,36,F,1,0
1150,38,37543,8967,6,M,0,0
1151,21,39436,10149,6,F,1,0
1152,34,52220,8507,6,F,1,0
1153,22,63356,7529,36,M,1,0
1154,48,51247,6118,12,F,1,1
1155,50,49499,4895,12,M,1,0
1156,58,68155,6490,6,M,0,0
1157,24,50620,6874,12,M,1,0
1158,21,41857,15445,24,F,1,1
1159,28,35033,6906,12,M,0,0
1160,49,69056,1000,6,F,0,0
1161,59,45059,11458,24,F,0,0
1162,23,41321,13118,36,F,0,0
1163,52,40024,14843,18,M,0,0
1164,30,68212,10830,12,M,1,1
1165,30,41405,4299,24,F,1,0
1166,39,64856,6005,18,F,0,0
1167,54,46543,13000,36,M,1,1
1168,53,31874,17295,18,F,1,0
1169,43,45012,4285,36,M,0,0
1170,48,49508,11059,6,F,0,0
1171,52,48272,7225,6,M,0,0
1172,27,47900,5879,36,M,1,0
1173,49,45170,10174,18,M,1,0
1174,28,38224,9331,12,M,0,0
1175,21,50161,1000,18,F,0,0
1176,23,58114,11007,18,M,1,0
1177,44,28061,11640,12,F,1,0
1178,43,69485,13736,18,M,1,0
1179,28,-5449,7136,18,M,1,0
1180,57,51128,2060,24,F,0,0
1181,23,56991,7893,36,M,1,1
1182,53,40949,13529,6,F,1,0
1183,48,18112,9620,36,F,1,0
1184,28,48549,14246,18,M,1,0
1185,54,52545,3495,12,F,1,0
1186,55,32769,14060,12,F,0,1
1187,52,37547,11245,6,M,0,1
1188,44,64440,8225,6,F,1,1
1189,34,51765,15351,6,F,1,0
1190,52,27369,11200,12,M,0,0
1191,63,56747,5078,18,F,1,0
1192,36,36042,14909,6,M,1,0
1193,24,38378,8791,6,F,0,0
1194,57,52964,10184,12,M,1,0
1195,41,51567,5683,18,F,0,0
1196,34,43960,9741,6,F,1,0
1197,51,42436,5269,18,M,1,1
1198,38,46238,9139,24,F,1,0
1199,27,38291,10153,6,M,0,0
1200,30,66335,13028,6,F,1,0
1201,27,26462,2966,12,M,0,0
1202,53,46386,15014,24,M,1,0
1203,43,28108,15171,24,F,1,0
1204,41,64040,9055,24,M,1,0
1205,39,46365,10645,36,M,1,1
1206,39,34149,11532,12,F,1,0
1207,56,60275,10416,12,F,0,0
1208,49,15621,13017,6,M,1,0
1209,38,54213,8063,12,M,0,0
1210,22,67269,6199,6,M,0,1
1211,21,52693,12140,6,F,1,0
1212,25,42402,2370,36,M,1,0
1213,40,31367,13095,12,M,0,0
1214,31,66237,13612,12,M,1,0
1215,62,63911,6088,36,F,1,0
1216,22,40319,17110,36,M,1,0
1217,23,40720,8244,12,M,1,0
1218,43,67801,7813,12,F,1,0
1219,32,57974,6732,6,M,1,0
1220,40,23201,12240,18,F,1,0
1221,25,47064,8043,6,M,0,0
1222,57,46511,2814,24,F,1,0
1223,58,53714,11708,24,F,1,0
1224,50,50090,8543,18,M,1,0
1225,29,42309,15429,36,M,1,0
1226,54,52675,11543,24,F,0,0
1227,64,43283,11330,36,F,1,0
1228,55,101212,15072,36,M,0,0
1229,42,51840,10800,6,M,1,0
1230,64,49779,13910,36,F,1,0
1231,44,77642,6750,18,M,1,0
1232,37,29534,18230,6,M,1,0
1233,30,48350,11377,18,M,1,0
1234,50,35755,3991,36,M,0,0
1235,43,59525,10689,24,F,0,0
1236,52,42584,10933,36,M,1,0
1237,37,58701,10623,18,M,1,0
1238,37,57620,1000,12,F,1,1
1239,34,61705,7259,12,F,0,0
1240,29,57867,3085,24,M,1,1
1241,60,46639,3158,18,M,1,0
1242,22,29035,10832,24,F,0,0
1243,45,65136,7195,6,M,1,0
1244,59,71135,8181,36,F,1,0
1245,29,35931,5525,6,M,1,0
1246,42,61038,16896,12,M,1,0
1247,63,32444,10199,36,M,1,0
1248,24,53051,2384,6,M,1,1
1249,46,56141,13220,12,M,0,1
1250,49,43606,8287,6,M,1,0
1251,54,51426,15968,36,F,1,0
1252,43,62723,9959,6,M,1,0
1253,57,48358,6520,36,M,0,0
1254,31,39872,7289,6,M,0,1
1255,26,31643,7988,24,M,0,0
1256,38,44138,12448,6,F,1,0
1257,41,32379,6074,6,F,1,0
1258,62,44339,16218,24,M,0,0
1259,56,43021,11842,12,M,0,1
1260,61,62061,11122,36,F,1,0
1261,58,51102,10365,18,M,1,0
1262,54,88208,9899,12,M,1,0
1263,37,19796,3652,36,F,0,1
1264,57,54700,11462,6,F,1,0
1265,45,43226,19628,12,M,1,0
1266,58,35659,13459,6,M,0,0
1267,32,49553,12192,12,F,0,0
1268,43,48430,2325,12,F,0,0
1269,62,66167,15430,18,M,0,0
1270,42,51368,14012,24,M,1,1
1271,41,39607,15837,12,F,1,0
1272,47,55013,5480,6,M,1,0
1273,51,46555,8000,18,F,1,1
1274,26,33117,2571,12,F,1,0
1275,47,46271,2149,24,F,1,0
1276,60,53464,7115,6,M,0,0
1277,54,51084,12338,18,F,1,1
1278,32,54954,7917,36,F,1,0
1279,27,42102,6654,24,M,0,0
1280,30,54764,11697,36,F,1,0
1281,37,51801,1000,36,F,1,0
1282,46,51923,7287,18,M,1,0
1283,41,50485,11691,18,F,1,0
1284,48,82641,7982,18,M,1,0
1285,22,66651,16496,36,M,0,0
1286,63,54430,6693,6,F,1,0
1287,21,37996,7039,18,F,1,1
1288,56,45615,5069,24,F,0,0
1289,46,74236,6211,18,F,1,0
1290,49,41555,11385,18,F,1,1
1291,41,47514,14040,18,M,0,1
1292,31,46678,20774,36,M,1,0
1293,60,55518,12887,6,F,1,0
1294,31,43450,4110,18,F,1,0
1295,56,52652,16208,36,M,1,0
1296,59,43785,12435,24,F,1,0
1297,60,69717,10143,6,F,0,0
1298,55,39705,15336,36,F,0,0
1299,54,64664,21839,12,M,1,0
1300,44,41222,9055,24,M,1,0
1301,42,37193,5835,24,M,0,0
1302,25,39488,16637,12,M,1,0
1303,53,24328,23281,36,F,1,1
1304,56,56578,10724,36,F,1,1
1305,40,32540,10154,24,F,1,0
1306,39,44631,10860,36,M,1,0
1307,55,61424,12246,12,F,0,1
1308,63,60940,2957,36,M,1,0
1309,37,28525,11529,24,F,0,1
1310,63,54658,11367,36,M,1,0
1311,54,67107,11079,6,F,1,0
1312,29,40447,10835,12,F,1,0
1313,46,57703,10481,12,F,1,0
1314,22,32850,1000,18,F,0,0
1315,29,55784,6394,36,F,1,0
1316,29,51969,14279,12,F,1,1
1317,60,59917,15452,36,F,0,0
1318,37,58987,7885,6,F,1,0
1319,21,29697,5217,24,F,1,1
1320,45,52048,13584,24,M,1,0
1321,63,71793,11364,18,M,1,0
1322,60,17220,9389,18,M,1,0
1323,62,64503,14309,12,M,1,0
1324,45,74025,4106,12,M,1,0
1325,59,27730,15804,12,M,1,0
1326,55,39939,2489,6,F,0,0
1327,23,57766,5873,18,F,0,0
1328,57,36708,4795,18,M,1,0
1329,64,70468,7087,24,M,1,0
1330,64,65883,11530,18,F,1,0
1331,50,29225,13392,18,F,0,1
1332,58,38854,9592,6,F,1,0
1333,54,61547,3611,12,F,1,1
1334,32,60959,1000,6,M,0,1
1335,39,83276,14231,36,M,1,1
1336,57,36801,13612,24,F,0,0
1337,64,71888,15354,24,M,0,1
1338,37,36291,9337,24,M,1,0
1339,30,57504,13340,12,F,1,0
1340,32,63385,6802,12,F,1,0
1341,36,5091,12402,12,F,1,0
1342,44,63668,7601,24,F,0,0
1343,39,70768,5928,24,M,1,0
1344,28,66438,11159,24,F,1,0
1345,51,80800,10898,36,F,0,0
1346,41,64477,14558,36,M,1,0
1347,37,41941,3577,24,F,0,0
1348,43,68585,14635,12,F,0,0
1349,57,41090,10649,12,M,1,0
1350,36,51236,15339,36,F,1,0
1351,26,62476,15288,36,F,1,1
1352,28,56721,1000,24,M,1,1
1353,45,70266,15243,24,F,0,0
1354,38,87330,15465,12,F,1,1
1355,45,32939,3708,18,M,1,0
1356,32,45074,2190,12,M,1,0
1357,35,54745,13873,12,F,1,0
1358,46,43052,10568,24,F,0,0
1359,61,48864,6787,18,F,1,0
1360,46,61637,17193,18,F,1,0
1361,52,59643,11512,24,M,1,0
1362,30,53709,1000,6,M,1,0
1363,36,52215,4912,24,M,1,0
1364,27,46641,15211,36,F,0,0
1365,37,71067,10178,18,M,1,0
1366,43,74950,6401,24,F,1,0
1367,46,65282,12262,12,F,1,0
1368,41,32759,6961,12,M,1,0
1369,42,46066,3764,12,M,1,0
1370,27,52994,15083,24,M,0,1
1371,34,35889,15837,6,F,1,0
1372,35,51186,12405,36,M,0,0
1373,27,50333,2326,12,F,1,0
1374,29,66262,19250,24,M,1,0
1375,28,42525,19080,6,F,1,0
1376,43,67449,16365,18,M,1,0
1377,49,35639,11518,18,F,0,0
1378,38,37732,10455,36,F,1,0
1379,51,44309,12186,24,M,1,1
1380,50,50718,4292,24,F,1,0
1381,59,13752,7275,12,M,1,0
1382,55,56889,7068,6,F,1,0
1383,38,75640,13035,36,M,0,0
1384,62,59769,11235,6,M,1,1
1385,59,46839,5208,36,F,1,1
1386,37,33731,2037,24,M,0,0
1387,34,22804,11778,24,F,0,0
1388,51,25354,4683,36,F,1,1
1389,44,48037,3723,6,M,1,0
1390,55,81603,20482,18,M,1,0
1391,64,9243,21548,18,F,0,0
1392,54,60503,7754,12,F,1,0
1393,23,39834,1000,12,F,1,0
1394,57,44967,16054,6,F,1,0
1395,63,35934,11680,24,F,0,0
1396,60,29488,13850,6,M,1,0
1397,46,51884,6826,36,M,1,0
1398,43,53942,4808,18,F,1,0
1399,64,60025,8802,12,F,1,0
1400,59,24721,10871,6,F,1,0
1401,35,63109,6342,6,M,0,0
1402,24,63377,16483,36,M,1,1
1403,49,56367,1312,24,M,1,0
1404,42,43685,12046,24,F,1,0
1405,45,54626,10631,18,M,0,0
1406,33,47593,16094,12,M,0,0
1407,38,64527,5203,24,M,1,0
1408,53,44501,13529,24,M,1,0
1409,36,51620,12385,24,F,0,0
1410,62,23925,11220,6,F,0,0
1411,64,54579,5567,24,M,1,0
1412,22,38756,6134,36,M,0,0
1413,55,57686,8518,18,F,1,1
1414,62,61826,7486,24,F,1,0
1415,54,40850,16300,12,M,1,0
1416,50,50467,10677,6,M,0,0
1417,33,52617,13973,36,M,1,0
1418,33,55520,2744,18,F,0,1
1419,38,61847,1000,6,M,0,0
1420,52,59885,9110,36,F,0,0
1421,52,44301,3608,6,M,0,1
1422,55,73974,10199,18,M,1,0
1423,59,61279,5784,18,F,1,0
1424,49,71077,11530,24,M,0,0
1425,49,55200,6085,12,M,1,0
1426,64,56087,12805,24,M,1,0
1427,36,48242,5595,6,M,1,0
1428,64,43343,1000,24,M,0,0
1429,30,64630,14263,18,F,0,0
1430,50,53968,6156,18,M,0,0
1431,45,48026,16862,18,F,1,0
1432,59,34660,6792,24,F,1,0
1433,40,73326,5886,36,F,1,0
1434,25,51689,8579,24,F,0,0
1435,21,31599,7198,24,M,1,0
1436,50,51221,10630,24,F,1,0
1437,23,46986,12012,24,F,1,0
1438,34,46370,12771,18,F,0,0
1439,50,58643,9571,12,F,1,0
1440,24,47006,2496,24,F,1,0
1441,38,45417,18617,24,F,1,1
1442,57,70436,8153,12,F,1,0
1443,45,23906,7892,24,M,1,0
1444,21,49229,9555,12,M,0,1
1445,35,63932,8693,18,M,0,0
1446,29,59403,1254,36,F,1,0
1447,35,65300,12874,24,M,1,0
1448,44,80323,5897,36,F,1,0
1449,24,75484,8380,24,M,1,0
1450,32,32666,18796,6,M,0,0
1451,57,25839,14722,6,M,1,0
1452,57,54902,18060,18,M,0,0
1453,63,29688,6614,36,F,1,0
1454,26,21102,13650,36,M,1,0
1455,59,54743,12016,12,F,1,0
1456,44,58505,9726,12,M,1,0
1457,31,75667,6247,24,M,1,1
1458,33,61526,15423,12,F,1,1
1459,54,78793,7429,12,F,1,0
1460,45,55333,10681,36,F,0,0
1461,27,32955,14565,6,F,1,0
1462,24,62332,5116,36,F,1,0
1463,28,70014,4556,12,M,1,0
1464,40,55866,22580,24,F,1,0
1465,49,71758,5699,6,F,1,0
1466,30,48151,18083,12,F,0,0
1467,63,58188,9734,12,F,1,0
1468,54,47385,7870,24,F,0,0
1469,46,85685,8366,24,F,1,0
1470,61,62618,9688,12,M,1,0
1471,23,33249,16689,12,F,0,0
1472,26,77788,13780,36,F,1,0
1473,25,39002,8941,18,M,1,0
1474,25,50205,1000,24,M,1,0
1475,43,57024,10103,24,M,1,1
1476,29,58249,10664,36,M,1,0
1477,55,57255,16292,6,M,1,0
1478,40,33004,2649,6,M,1,0
1479,62,57305,7532,6,F,1,0
1480,55,66509,7374,24,M,1,0
1481,38,66077,9720,18,F,1,0
1482,37,30472,10455,18,M,1,1
1483,44,40165,12192,36,M,0,0
1484,23,34332,1000,6,M,0,1
1485,52,55097,10864,6,F,1,0
1486,55,26725,11228,12,M,1,0
1487,58,33158,10375,36,M,0,0
1488,33,40022,9111,36,M,1,0
1489,45,23048,1000,24,M,1,0
1490,29,49583,12840,24,M,1,0
1491,24,18402,5133,36,M,0,0
1492,34,57280,13068,18,F,0,0
1493,57,44044,16250,36,M,0,0
1494,54,40640,1619,18,M,1,0
1495,31,43088,12916,24,M,1,0
1496,61,49094,3822,36,M,1,0
1497,23,58892,9788,18,M,0,0
1498,48,69756,9370,12,F,1,0
1499,49,65208,13782,12,M,0,0
1500,29,83475,13039,36,F,0,0
1501,23,60129,11310,6,F,1,0
1502,45,52104,1783,36,M,0,0
1503,54,43144,1000,24,M,1,0
1504,32,43643,14561,24,M,0,1
1505,62,58085,13732,12,F,0,0
1506,29,35008,5012,18,F,1,0
1507,35,53434,11736,12,M,0,0
1508,60,49717,8953,18,M,0,0
1509,45,39078,15432,36,F,1,1
1510,25,34232,10417,6,F,1,0
1511,31,87870,14501,24,F,1,0
1512,54,29051,6932,36,M,1,0
1513,44,48983,11425,12,M,1,0
1514,35,68338,7936,36,M,0,0
1515,58,57935,6907,6,F,1,0
1516,28,42896,1000,18,M,1,1
1517,25,32117,14617,6,M,0,0
1518,46,51946,18748,12,F,1,0
1519,38,10407,3060,6,M,1,1
1520,26,52548,13467,24,F,1,0
1521,57,50522,13259,6,M,1,0
1522,33,66051,7427,36,M,0,0
